source_id,rule_key,rule_object,constraint_type,subject,operator,value,unit,condition,exception,evidence_text,warnings,source_stream,batch_id,rule_id
calgary_generic_graph_pack_165__page_0484__local_004,private_amenity_space_outdoor_required_R_Gm,private_amenity_space,requirement,private amenity space,required,,,"For a Duplex Dwelling, Rowhouse Building or a Semi-detached Dwelling located on parcel designated R-Gm, each unit must have direct access to private amenity space that is provided outdoors",Unless otherwise referenced in subsection (3),"Unless otherwise referenced in subsection (3), for a Duplex Dwelling, Rowhouse Building or a Semi-detached Dwelling located on parcel designated R-Gm, each unit must have direct access to private amenity space that: (a) is provided outdoors;",[],gemini_text_batch,text_batch_0011,pipeline10_rule_0068
calgary_generic_graph_pack_165__page_0484__local_004,private_amenity_space_not_for_vehicle_access_or_parking_R_Gm,private_amenity_space_use,prohibition,private amenity space,prohibited,,,"For a Duplex Dwelling, Rowhouse Building or a Semi-detached Dwelling located on parcel designated R-Gm, each unit must have direct access to private amenity space that is not used for vehicle access or as a motor vehicle parking stall",Unless otherwise referenced in subsection (3),(b) is not used for vehicle access or as a motor vehicle parking stall;,[],gemini_text_batch,text_batch_0011,pipeline10_rule_0069
calgary_generic_graph_pack_165__page_0484__local_004,private_amenity_space_not_in_front_setback_R_Gm,private_amenity_space_location,prohibition,private amenity space,prohibited,,,"For a Duplex Dwelling, Rowhouse Building or a Semi-detached Dwelling located on parcel designated R-Gm, each unit must have direct access to private amenity space that is not located in the building setback area between the front property line and a line parallel to the front property line measured at the closest building setback from the front property line",Unless otherwise referenced in subsection (3),(c) is not located in the building setback area between the front property line and a line parallel to the front property line measured at the closest building setback from the front property line,[],gemini_text_batch,text_batch_0011,pipeline10_rule_0070
calgary_generic_graph_pack_167__page_0504__local_004,571.2(10)_skateboard_and_sports_ramp_attachment_prohibited,skateboard_and_sports_ramp,prohibition,attachment,prohibited,,,"to a deck, another structure, fence, or building such as, but not limited to, a main residential building, Backyard Suite or Accessory Residential Building",,"A skateboard and sports ramp must not be attached to a deck, another structure, fence, or building such as, but not limited to, a main residential building, Backyard Suite or Accessory Residential Building.",[],gemini_text_batch,text_batch_0012,pipeline10_rule_0071
calgary_generic_graph_pack_223__page_0857__local_005,calgary_generic_graph_pack_223__page_0857__local_005_1,motor_vehicle_parking_stalls,parking,motor vehicle parking stalls,<=,1.5,stalls,per Dwelling Unit,,a maximum of 1.5 stalls per Dwelling Unit,[],gemini_text_batch,text_batch_0013,pipeline10_rule_0072
calgary_generic_graph_pack_231__page_1039__local_002,calgary_generic_graph_pack_231__page_1039__local_002_1,building_separation_distance,dimensional,main residential buildings,>=,6.5,m,between main residential buildings on the front portion of the parcel and main residential buildings on the rear portion of the parcel,,where the minimum separation distance of the main residential buildings on the front portion of the parcel and the main residential buildings contained on the rear portion of the parcel is 6.5 metres.,[],gemini_text_batch,text_batch_0013,pipeline10_rule_0073
calgary_generic_graph_pack_231__page_1039__local_002,calgary_generic_graph_pack_231__page_1039__local_002_2,building_depth_maximum,dimensional,main residential building,not required,,,"for a main residential building that is located on a corner parcel where the minimum building setback from the side property line shared with another parcel is 3.0 metres for any portion of the building located between the rear property line and 50.0 per cent parcel depth or the building depth of the main residential building on the adjoining parcel, whichever is closer to the rear property line",,For a main residential building that is located on a corner parcel there is no maximum building depth where the minimum building setback from the side property line shared with another parcel is 3.0 metres for any portion of the building located between the rear property line and: (a) 50.0 per cent parcel depth; or (b) the building depth of the main residential building on the adjoining parcel; whichever is closer to the rear property line.,[],gemini_text_batch,text_batch_0013,pipeline10_rule_0074
calgary_generic_graph_pack_232__page_1041__local_005,calgary_generic_graph_pack_232__page_1041__local_005_1,building_setback,dimensional,Accessory Residential Building,>=,0.6,m,from a side property line that is not shared with a street,"Notwithstanding section 1396, unless otherwise referenced in subsection (4)","Notwithstanding section 1396, for an Accessory Residential Building,unless otherwise referenced in subsection (4), the minimum building setback from a side property line that is not shared with a street is 0.6 metres.",[],gemini_text_batch,text_batch_0013,pipeline10_rule_0075
calgary_generic_graph_pack_232__page_1041__local_005,calgary_generic_graph_pack_232__page_1041__local_005_2,accessory_residential_building_location,locational,Accessory Residential Building,permitted,,,in a setback area from another parcel where the Accessory Residential Building is less than 10.0 square metres gross floor area,Notwithstanding section 1398,"Notwithstanding section 1398, an Accessory Residential Building may be located in a setback area from another parcel where: (a) the Accessory Residential Building is less than 10.0 square metres gross floor area",[],gemini_text_batch,text_batch_0013,pipeline10_rule_0076
calgary_generic_graph_pack_023__page_0139__local_006,backyard_suite_floodway_prohibition,permitted_use,prohibition,new Backyard Suites,prohibited,,,in the floodway,replacement of existing Backyard Suites on the same building footprint is allowed,"(1) No new buildings or other new structures are allowed in the floodway, except for the replacement of existing Accessory Residential Buildings, Backyard Suites, Duplex Dwellings, Secondary Suites,Semi-detached Dwellings and Single Detached Dwellings on the same building footprint.",[],gemini_text_batch,text_batch_0014,pipeline10_rule_0077
calgary_generic_graph_pack_023__page_0139__local_006,secondary_suite_floodway_prohibition,permitted_use,prohibition,new Secondary Suites,prohibited,,,in the floodway,replacement of existing Secondary Suites on the same building footprint is allowed,"(1) No new buildings or other new structures are allowed in the floodway, except for the replacement of existing Accessory Residential Buildings, Backyard Suites, Duplex Dwellings, Secondary Suites,Semi-detached Dwellings and Single Detached Dwellings on the same building footprint.",[],gemini_text_batch,text_batch_0014,pipeline10_rule_0078
calgary_generic_graph_pack_067__page_0392__local_002,secondary_suite_exterior_entrance_location,exterior_entrance_from_grade,permission,location on side façade,permitted,,,when the entrance provides access to a Secondary Suite,,"must not have an exterior entrance from grade located on a side façade, unless the entrance provides access to a Secondary Suite or is located on the street side of a corner parcel.",[],gemini_text_batch,text_batch_0014,pipeline10_rule_0079
calgary_generic_graph_pack_100__page_0412__local_002,calgary_generic_graph_pack_100__page_0412__local_002_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the RC-1 & RC1s District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0080
calgary_generic_graph_pack_100__page_0412__local_002,calgary_generic_graph_pack_100__page_0412__local_002_2,permitted_use,use_permission,Secondary Suite,permitted,,,in the RC-1 & RC1s District,,(h.1) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0081
calgary_generic_graph_pack_124__page_0438__local_002,calgary_generic_graph_pack_124__page_0438__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the R-1 & R-1s District,,(h.1) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0082
calgary_generic_graph_pack_160__page_0480__local_002,calgary_generic_graph_pack_160__page_0480__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the (R-G)(R-Gm) District,,(i) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0083
calgary_generic_graph_pack_169__page_0505__local_003,calgary_generic_graph_pack_169__page_0505__local_003_1,permitted_use,use_permission,Backyard Suite,permitted,,,"in the R-CG District, as part of Single Detached, Semi-Detached, Duplex Dwellings and Backyard Suites development",,"573 Single Detached, Semi-Detached, Duplex Dwellings and Backyard Suites",[],gemini_text_batch,text_batch_0015,pipeline10_rule_0084
calgary_generic_graph_pack_169__page_0505__local_003,calgary_generic_graph_pack_169__page_0505__local_003_2,development_compliance,requirement,Backyard Suite,required,,,must comply with the rules of the R-CG District that apply to such development,,Any of the following uses must comply with the rules of the R-CG District that apply to such development: (b) Backyard Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0085
calgary_generic_graph_pack_182__page_0548__local_002,calgary_generic_graph_pack_182__page_0548__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the M-H1 District,,(d.1) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0086
calgary_generic_graph_pack_185__page_0554__local_002,calgary_generic_graph_pack_185__page_0554__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the M-H2 District,,(d.1) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0087
calgary_generic_graph_pack_188__page_0555__local_003,calgary_generic_graph_pack_188__page_0555__local_003_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the M-H2 District,,(a) Backyard Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0088
calgary_generic_graph_pack_191__page_0560__local_002,,permitted_use,use_permission,Secondary Suite,permitted,,,in PART 6 - DIVISION 10: M-H3 district,,Secondary Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0089
calgary_generic_graph_pack_194__page_0561__local_003,,permitted_use,use_permission,Backyard Suite,permitted,,,in PART 6 - DIVISION 10: M-H3 district,,Backyard Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0090
calgary_generic_graph_pack_213__page_0825__local_008,,Secondary Suite,compliance,Secondary Suite,required,,,must comply with the rules of the R-CG District that apply to such development,,Secondary Suites 1120.1 Any of the following uses must comply with the rules of the R-CG District that apply to such development:,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0091
calgary_generic_graph_pack_214__page_0826__local_002,,permitted_use,use_permission,Backyard Suite,permitted,,,in PART 11 - DIVISION 1: GENERAL RULES,,Backyard Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0092
calgary_generic_graph_pack_214__page_0826__local_002,,permitted_use,use_permission,Secondary Suite,permitted,,,in PART 11 - DIVISION 1: GENERAL RULES,,Secondary Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0093
calgary_generic_graph_pack_220__page_0834__local_003,,permitted_use,use_permission,Backyard Suite,permitted,,,in PART 11 - Division 3: CC-MHX district,,Backyard Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0094
calgary_generic_graph_pack_220__page_0834__local_003,,permitted_use,use_permission,Secondary Suite,permitted,,,in PART 11 - Division 3: CC-MHX district,,Secondary Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0095
calgary_generic_graph_pack_230__page_1037__local_002,,permitted_use,use_permission,Secondary Suite,permitted,,,in PART 15 - DIVISION 1: HOUSING - GO district,,Secondary Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0096
calgary_generic_graph_pack_233__page_1049__local_002,,permitted_use,use_permission,Backyard Suite,permitted,,,as a RESIDENTIAL GROUP use,,Backyard Suite,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0097
calgary_generic_graph_pack_233__page_1049__local_003,,permitted_use,use_permission,Secondary Suite,permitted,,,as a RESIDENTIAL GROUP use,,Secondary Suite,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0098
calgary_generic_graph_pack_014__page_0093__local_004,rule_1,permitted_use,use_permission,Secondary Suite,permitted,,,"when listed as a permitted use in the district, for which an application for a permit pursuant to the Building Permit Bylaw has been received",,"a Secondary Suite, when listed as a permitted use in the district, for which an application for a permit pursuant to the Building Permit Bylaw has been received;",[],gemini_text_batch,text_batch_0017,pipeline10_rule_0099
calgary_generic_graph_pack_086__page_0405__local_003,rule_2,permitted_use,use_permission,Secondary Suite,permitted,,,"on parcels designated R-C1Ls, on the same parcel as a Single Detached Dwelling",,Secondary Suite as a permitted use on the same parcel as a Single Detached Dwelling.,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0100
calgary_generic_graph_pack_088__page_0405__local_006,rule_3,permitted_use,use_permission,Backyard Suite,permitted,,,as a discretionary use in the Residential – Contextual Large Parcel One Dwelling District,,Backyard Suite;,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0101
calgary_generic_graph_pack_088__page_0405__local_006,rule_4,permitted_use,use_permission,Secondary Suite,permitted,,,as a discretionary use in the Residential – Contextual Large Parcel One Dwelling District,,Secondary Suite;,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0102
calgary_generic_graph_pack_095__page_0411__local_003,rule_5,permitted_use,use_permission,Secondary Suite,permitted,,,"on parcels designated R-C1s, on the same parcel as a Single Detached Dwelling",,Secondary Suite as a permitted use on the same parcel as a Single Detached Dwelling.,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0103
calgary_generic_graph_pack_102__page_0413__local_003,rule_6,permitted_use,use_permission,Secondary Suite,permitted,,,"for parcels designated R-C1s, as an additional use referenced in section 385",,Secondary Suite.,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0104
calgary_generic_graph_pack_102__page_0413__local_003,rule_7,permitted_use,use_permission,Backyard Suite,permitted,,,"for parcels designated R-C1s, as an additional use referenced in section 385",,Backyard Suite.,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0105
calgary_generic_graph_pack_107__page_0419__local_006,calgary_generic_graph_pack_107__page_0419__local_006_1,permitted_use,discretionary,Backyard Suite,permitted,,,in the Residential – Contextual Narrow Parcel One Dwelling District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0106
calgary_generic_graph_pack_111__page_0427__local_004,calgary_generic_graph_pack_111__page_0427__local_004_1,permitted_use,permitted,Secondary Suite,permitted,,,in the Residential – Contextual One / Two Dwelling District,,(f.1) Secondary Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0107
calgary_generic_graph_pack_112__page_0427__local_006,calgary_generic_graph_pack_112__page_0427__local_006_1,permitted_use,discretionary,Backyard Suite,permitted,,,in the Residential – Contextual One / Two Dwelling District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0108
calgary_generic_graph_pack_121__page_0437__local_005,calgary_generic_graph_pack_121__page_0437__local_005_1,permitted_use,discretionary,Backyard Suite,permitted,,,in the Residential – One Dwelling District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0109
calgary_generic_graph_pack_126__page_0438__local_003,calgary_generic_graph_pack_126__page_0438__local_003_1,permitted_use,permitted,Secondary Suite,permitted,,,in PART 5 - DIVISION 6: R-1 & R-1s District,,(a) Secondary Suite.,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0110
calgary_generic_graph_pack_126__page_0438__local_003,calgary_generic_graph_pack_126__page_0438__local_003_2,permitted_use,permitted,Backyard Suite,permitted,,,in PART 5 - DIVISION 6: R-1 & R-1s District,,(a) Backyard Suite.,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0111
calgary_generic_graph_pack_128__page_0441__local_005,calgary_generic_graph_pack_128__page_0441__local_005_1,permitted_use,discretionary,Backyard Suite,permitted,,,in the Residential – Narrow Parcel One Dwelling District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0112
calgary_generic_graph_pack_128__page_0441__local_006,calgary_generic_graph_pack_128__page_0441__local_006_1,permitted_use,discretionary,Secondary Suite,permitted,,,in the Residential – Narrow Parcel One Dwelling District,,(h.1) Secondary Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0113
calgary_generic_graph_pack_132__page_0447__local_004,calgary_generic_graph_pack_132__page_0447__local_004_1,permitted_use,permitted,Secondary Suite,permitted,,,in the Residential – One /Two Dwelling District,,(e.1) Secondary Suite;,[],gemini_text_batch,text_batch_0018,pipeline10_rule_0114
calgary_generic_graph_pack_133__page_0447__local_006,backyard_suite_discretionary_R-OTD,permitted_use,use_permission,Backyard Suite,permitted,,,"in the Residential – One / Two Dwelling District, as a discretionary use",,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0115
calgary_generic_graph_pack_141__page_0453__local_005,secondary_suite_permitted_R-LDMD,permitted_use,use_permission,Secondary Suite,permitted,,,in the Residential – Low Density Multiple Dwelling District,,(b) Secondary Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0116
calgary_generic_graph_pack_142__page_0453__local_006,backyard_suite_discretionary_R-LDMD,permitted_use,use_permission,Backyard Suite,permitted,,,"in the Residential – Low Density Multiple Dwelling District, as a discretionary use",,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0117
calgary_generic_graph_pack_147__page_0465__local_005,secondary_suite_permitted_R-GOID,permitted_use,use_permission,Secondary Suite,permitted,,,in the Residential – Grade-Oriented Infill District,,(g) Secondary Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0118
calgary_generic_graph_pack_150__page_0466__local_002,backyard_suite_discretionary_R-GOID,permitted_use,use_permission,Backyard Suite,permitted,,,"in the Residential – Grade-Oriented Infill District, as a discretionary use",,(c) Backyard Suite;,[],gemini_text_batch,text_batch_0019,pipeline10_rule_0119
calgary_generic_graph_pack_156__page_0479__local_006,calgary_generic_graph_pack_156__page_0479__local_006_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the Residential –Low Density Mixed Housing District,,(b)    Backyard Suite;,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0120
calgary_generic_graph_pack_172__page_0507__local_005,calgary_generic_graph_pack_172__page_0507__local_005_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the Multi-Residential – Contextual Grade-Oriented District,,(e.1)  Secondary Suite;                                                             33P2011,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0121
calgary_generic_graph_pack_173__page_0508__local_003,calgary_generic_graph_pack_173__page_0508__local_003_1,permitted_use,use_discretionary,Backyard Suite,permitted,,,as a discretionary use in the Multi-Residential – Contextual Grade-Oriented District,,(b.1)  Backyard Suite;,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0122
calgary_generic_graph_pack_174__page_0515__local_005,calgary_generic_graph_pack_174__page_0515__local_005_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the Multi-Residential – Contextual Low Profile District,,(d.1)  Secondary Suite;                                                             33P2011,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0123
calgary_generic_graph_pack_176__page_0516__local_003,calgary_generic_graph_pack_176__page_0516__local_003_1,permitted_use,use_discretionary,Backyard Suite,permitted,,,as a discretionary use in the Multi-Residential – Contextual Low Profile District,,(b.1)  Backyard Suite;,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0124
calgary_generic_graph_pack_179__page_0524__local_003,calgary_generic_graph_pack_179__page_0524__local_003_1,permitted_use,use_discretionary,Backyard Suite,permitted,,,as a discretionary use in the Multi-Residential – Contextual Medium Profile District,,(b.1)  Backyard Suite;,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0125
calgary_generic_graph_pack_183__page_0549__local_002,calgary_generic_graph_pack_183__page_0549__local_002_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the M-H1 District,,(a)    Backyard Suite;                                                             24P2014,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0126
calgary_generic_graph_pack_196__page_0565__local_005,calgary_generic_graph_pack_196__page_0565__local_005_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the Multi-Residential – Low Profile Support Commercial District,,(d.1)  Secondary Suite;                                                             33P2011,[],gemini_text_batch,text_batch_0020,pipeline10_rule_0127
calgary_generic_graph_pack_199__page_0572__local_002,calgary_generic_graph_pack_199__page_0572__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the Multi-Residential – Medium Profile Support Commercial District,,(d.1) Secondary Suite;,[],gemini_text_batch,text_batch_0021,pipeline10_rule_0128
calgary_generic_graph_pack_202__page_0573__local_003,calgary_generic_graph_pack_202__page_0573__local_003_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the M-X2 district,,(a) Backyard Suite;,[],gemini_text_batch,text_batch_0021,pipeline10_rule_0129
calgary_generic_graph_pack_215__page_0829__local_002,calgary_generic_graph_pack_215__page_0829__local_002_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the CC-MH district,,(a) Backyard Suite;,[],gemini_text_batch,text_batch_0021,pipeline10_rule_0130
calgary_generic_graph_pack_215__page_0829__local_002,calgary_generic_graph_pack_215__page_0829__local_002_2,permitted_use,use_permission,Secondary Suite,permitted,,,in the CC-MH district,,(b) Secondary Suite;,[],gemini_text_batch,text_batch_0021,pipeline10_rule_0131
calgary_generic_graph_pack_004__page_0062__local_003,density_calculation_secondary_suite_exclusion,density_calculation,exclusion,Secondary Suites,prohibited,,,when calculating density,,does not include Secondary Suites,[],gemini_text_batch,text_batch_0022,pipeline10_rule_0132
calgary_generic_graph_pack_004__page_0062__local_003,density_calculation_backyard_suite_exclusion,density_calculation,exclusion,Backyard Suites,prohibited,,,when calculating density,,does not include Backyard Suites,[],gemini_text_batch,text_batch_0022,pipeline10_rule_0133
calgary_generic_graph_pack_008__page_0071__local_003,main_residential_building_definition_backyard_suite_exclusion,main_residential_building_definition,exclusion,Backyard Suite,prohibited,,,when defining 'main residential building',,does not include a Backyard Suite,[],gemini_text_batch,text_batch_0022,pipeline10_rule_0134
calgary_generic_graph_pack_018__page_0108__local_002,development_permit_backyard_suite_required,development_permit,requirement,Backyard Suite,required,,,,,Backyard Suite;,[],gemini_text_batch,text_batch_0022,pipeline10_rule_0135
calgary_generic_graph_pack_019__page_0109__local_002,development_permit_secondary_suite_required_districts,development_permit,requirement,Secondary Suite,required,,,"in the R-C1L, R-C1 and R-1 Districts",,"Secondary Suite in the R-C1L, R-C1 and R-1 Districts;",[],gemini_text_batch,text_batch_0022,pipeline10_rule_0136
calgary_generic_graph_pack_035__page_0217__local_003,use_equivalence_secondary_suite_detached_garage_to_backyard_suite,use_equivalence,definitional,Secondary Suite – Detached Garage,required,Backyard Suite use,,In any development permit or Direct Control District approved after the effective date of this Bylaw,,(a) Secondary Suite – Detached Garage,[],gemini_text_batch,text_batch_0024,pipeline10_rule_0137
calgary_generic_graph_pack_035__page_0217__local_003,use_equivalence_secondary_suite_detached_garden_to_backyard_suite,use_equivalence,definitional,Secondary Suite – Detached Garden,required,Backyard Suite use,,In any development permit or Direct Control District approved after the effective date of this Bylaw,,(b) Secondary Suite – Detached Garden,[],gemini_text_batch,text_batch_0024,pipeline10_rule_0138
calgary_generic_graph_pack_198__page_0567__local_002,backyard_suite_permitted_use_calgary_generic_graph_pack_198__page_0567__local_002,permitted_use,permission,Backyard Suite,permitted,,,,,(a)    Backyard Suite;                                                              24P2014,[],gemini_text_batch,text_batch_0026,pipeline10_rule_0139
calgary_generic_graph_pack_028__page_0195__local_004,motor_vehicle_parking_stall_depth_min_5.9m_for_backyard_suite_secondary_suite,motor_vehicle_parking_stall,dimension,depth,>=,5.9,m,"where it is required for a Backyard Suite, Contextual Semi-detached Dwelling, Contextual Single Detached Dwelling, Duplex Dwelling, Secondary Suite, Semi-detached Dwelling or Single Detached Dwelling",,"(3) The minimum depth of a motor vehicle parking stall is 5.9 metres 47P2008, 28P2009 where it is required for: (a) a Backyard Suite, Contextual Semi-detached Dwelling, 12P2010, 27P2011 Contextual Single Detached Dwelling, Duplex Dwelling, 24P2014 Secondary Suite, Semi-detached Dwelling or Single Detached Dwelling; and",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0140
calgary_generic_graph_pack_028__page_0195__local_005,motor_vehicle_parking_stall_width_min_3.0m_for_dwelling_unit_both_sides_barrier,motor_vehicle_parking_stall,dimension,width,>=,3.0,m,required for a Dwelling Unit where both sides of a stall abut a physical barrier,,(4) The minimum width of a motor vehicle parking stall required for a 28P2009 Dwelling Unit is: (a) 3.0 metres where both sides of a stall abut a physical barrier;,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0141
calgary_generic_graph_pack_028__page_0195__local_005,motor_vehicle_parking_stall_width_min_2.85m_for_dwelling_unit_one_side_barrier,motor_vehicle_parking_stall,dimension,width,>=,2.85,m,required for a Dwelling Unit where one side of a stall abuts a physical barrier,,(4) The minimum width of a motor vehicle parking stall required for a 28P2009 Dwelling Unit is: (b) 2.85 metres where one side of a stall abuts a physical barrier;,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0142
calgary_generic_graph_pack_028__page_0195__local_005,motor_vehicle_parking_stall_width_min_2.5m_for_dwelling_unit_all_other_cases,motor_vehicle_parking_stall,dimension,width,>=,2.5,m,required for a Dwelling Unit in all other cases,,(4) The minimum width of a motor vehicle parking stall required for a 28P2009 Dwelling Unit is: (c) 2.5 metres in all other cases.,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0143
calgary_generic_graph_pack_071__page_0395__local_003,secondary_suite_setback_main_building,building_setback,dimensional,Secondary Suite,>=,,,from a property line; must be equal to or greater than the minimum building setback from a property line for the main residential building,,"For a Secondary Suite the minimum building setback from a property line, must be equal to or greater than the minimum building setback from a property line for the main residential building.",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0144
calgary_generic_graph_pack_071__page_0395__local_003,secondary_suite_max_floor_area,floor_area,dimensional,Secondary Suite,<=,100.0,m2,excluding any area covered by stairways and landings,,"the maximum floor area of a Secondary Suite, excluding any area covered by stairways and landings, is 100.0 square metres",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0145
calgary_generic_graph_pack_071__page_0395__local_003,secondary_suite_basement_floor_area_no_max,floor_area,dimensional,Secondary Suite,not required,,,wholly located in a basement,,There is no maximum floor area for a Secondary Suite wholly located in a basement.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0146
calgary_generic_graph_pack_071__page_0395__local_004,secondary_suite_floor_area_relaxation_max,floor_area_relaxation,dimensional,Secondary Suite,<=,10.0,%,may be relaxed by the Development Authority,,The maximum floor area of a Secondary Suite may be relaxed by the Development Authority to a maximum of 10.0 per cent.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0147
calgary_generic_graph_pack_071__page_0395__local_004,secondary_suite_private_amenity_space_required,private_amenity_space,design_standard,Secondary Suite,required,,,must be located outdoors,in the R-CG District,"Except in the R-CG District, a Secondary Suite must have a private amenity space that: (a) is located outdoors",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0148
calgary_generic_graph_pack_071__page_0395__local_004,secondary_suite_private_amenity_space_min_area,private_amenity_space_area,dimensional,Secondary Suite,>=,7.5,m2,with no dimension less than 1.5 metres,,has a minimum area of 7.5 square metres with no dimension less than 1.5 metres.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0149
calgary_generic_graph_pack_071__page_0395__local_004,secondary_suite_private_amenity_space_min_dimension,private_amenity_space_dimension,dimensional,Secondary Suite,>=,1.5,m,no dimension less than 1.5 metres,,has a minimum area of 7.5 square metres with no dimension less than 1.5 metres.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0150
calgary_generic_graph_pack_072__page_0395__local_006,backyard_suite_min_rear_setback,building_setback,dimensional,Backyard Suite,>=,1.5,m,from a rear property line; for any portion of the building used as a Backyard Suite,,"For a Backyard Suite, the minimum building setback from a rear property line is: (a) 1.5 metres for any portion of the building used as a Backyard Suite",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0151
calgary_generic_graph_pack_072__page_0395__local_006,backyard_suite_min_side_setback,building_setback,dimensional,Backyard Suite,>=,1.2,m,Unless otherwise specified in the district; from a side property line; for any portion of the building used as a Backyard Suite,,"Unless otherwise specified in the district, for a Backyard Suite, the minimum building setback from a side property line is 1.2 metres for any portion of the building used as a Backyard Suite.",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0152
calgary_generic_graph_pack_074__page_0396__local_004,backyard_suite_max_building_height,building_height,dimensional,Backyard Suite,<=,7.5,m,Unless otherwise referenced in subsection (4.1),,"Unless otherwise referenced in subsection (4.1), the maximum building height for a Backyard Suite is 7.5 metres.",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0153
calgary_generic_graph_pack_074__page_0396__local_005,backyard_suite_max_building_height_angled,building_height,dimensional,Backyard Suite,<=,7.5,m,increases at a 45 degree angle to a maximum of 7.5 metres at a proportional distance from the shared property line,,(c) increases at a 45 degree angle to a maximum of 7.5 metres at a proportional distance from the shared property line.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0154
